RPID,LETTER_CODE,"SHORT_NAME","LONG_NAME",MODALITY,PLAYBOOK_TYPE,POPULATION,BODY_REGION,BODY_REGION_2,BODY_REGION_3,BODY_REGION_4,BODY_REGION_5,MODALITY_MODIFIER,MODALITY_MODIFIER_2,MODALITY_MODIFIER_3,PROCEDURE_MODIFIER,PROCEDURE_MODIFIER_2,ANATOMIC_FOCUS,ANATOMIC_FOCUS_2,LATERALITY,REASON_FOR_EXAM,REASON_FOR_EXAM_2,REASON_FOR_EXAM_3,TECHNIQUE,PHARMACEUTICAL,PHARMACEUTICAL_2,VIEW,VIEW_2,VIEW_3,VIEW_4,,RIDS
RPID5117,NMLISN,"NM Liver Spleen","NM Liver Spleen",NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , ,LIVER,SPLEEN, , , , , , , , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|RID58|RID86|0|0|0|0|0|0|0|0|0|0|0|
RPID5120,NMLISNFL,"NM Liver Spleen w Flow","NM Liver Spleen With Flow",NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,VASCULAR FLOW, , , , ,LIVER,SPLEEN, , , , , , , , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|RID45644|0|0|0|0|RID58|RID86|0|0|0|0|0|0|0|0|0|0|0|
RPID5121,NMLUPFQU,"NM Lung Perfus w Quant","NM Lung Perfusion With Quantification",NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,PERFUSION,VOLUME QUANTIFICATION, , , ,LUNG, , , , , , , , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID10376|RID35968|0|0|0|RID1301|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5122,NMLUVEPF,"NM Lung Vent Perfus","NM Lung Ventilation Perfusion",NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,VENTILATION,PERFUSION, , , ,LUNG, , , , , , , , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID45647|RID10376|0|0|0|RID1301|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5129,NMPT,"NM Parathyroid","NM Parathyroid",NM,RADIOLOGY ORDERABLE, ,NECK, , , , , , , , , ,PARATHYROID GLAND, , , , , , , , , , , , , ,RID10330|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|RID7587|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5135,NMKDSP,"NM Kidney SPECT","NM Kidney SPECT",NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , ,KIDNEY, , , , , ,SPECT, , , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|RID205|0|0|0|0|0|RID10334|0|0|0|0|0|0|
RPID5139,NMSG,"NM Salivary Gland","NM Salivary Gland",NM,RADIOLOGY ORDERABLE, ,HEAD, , , , , , , , , ,SALIVARY GLAND, , , , , , , , , , , , , ,RID10330|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID13421|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5143,NMTCFL,"NM Testicle w Flow","NM Testicle With Flow",NM,RADIOLOGY ORDERABLE, ,PELVIS, , , , ,VASCULAR FLOW, , , , ,TESTICLES, , , , , , , , , , , , , ,RID10330|RID13060|0|RID2507|0|0|0|0|RID45644|0|0|0|0|RID39541|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5177,NMBMWB,"NM Marrow Whole Body","NM Bone Marrow Whole Body",NM,RADIOLOGY ORDERABLE, ,WHOLEBODY, , , , , , , , , ,BONE MARROW, , , , , , , , , , , , , ,RID10330|RID13060|0|RID39569|0|0|0|0|0|0|0|0|0|RID38594|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5178,NMBW,"NM Bowel","NM Bowel",NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,LOCALIZATION, , , , ,GASTROINTESTINAL TRACT, , , , , , , , , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|RID28708|0|0|0|0|RID94|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5184,NMHRSH,"NM Heart Shunt Detect","NM Heart Shunt Detection",NM,RADIOLOGY ORDERABLE, ,CHEST, , , , , , , , , ,HEART, , ,SHUNT DETECTION, , , , , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|RID1385|0|0|RID45641|0|0|0|0|0|0|0|0|0|
RPID5189,NMLI,"NM Liver","NM Liver",NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , ,LIVER, , , , , , , , , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|RID58|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5205,NMLISP,"NM Liver SPECT","NM Liver SPECT",NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , ,LIVER, , , , , ,SPECT, , , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|RID58|0|0|0|0|0|RID10334|0|0|0|0|0|0|
RPID5212,NMTH,"NM Thyroid","NM Thyroid",NM,RADIOLOGY ORDERABLE, ,NECK, , , , , , , , , ,THYROID GLAND, , , , , , , , , , , , , ,RID10330|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|RID7578|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5238,NMLUPF,"NM Lung Perfus","NM Lung Perfusion",NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,PERFUSION, , , , ,LUNG, , , , , , , , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID10376|0|0|0|0|RID1301|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5249,NMBOSP,"NM Bone SPECT","NM Bone SPECT",NM,RADIOLOGY ORDERABLE, , , , , , , , , , , ,BONE, , , , , ,SPECT, , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|0|0|0|0|0|RID13197|0|0|0|0|0|RID10334|0|0|0|0|0|0|
RPID5263,NMBO,"NM Bone Ltd","NM Bone Limited",NM,RADIOLOGY ORDERABLE, , , , , , , ,LIMITED, , , ,BONE, , , , , , , , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|0|RID5684|0|0|0|RID13197|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5264,NMHRIFSP,"NM Heart Infarct SPECT","NM Heart Infarction SPECT",NM,RADIOLOGY ORDERABLE, ,CHEST, , , , , , , , , ,HEART, , ,INFARCT, , ,SPECT, , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|RID1385|0|0|RID5172|0|0|RID10334|0|0|0|0|0|0|
RPID5268,NMESMO,"NM Esoph Motility","NM Esophagus Motility",NM,RADIOLOGY ORDERABLE, ,CHEST, , , , , , , , , ,ESOPHAGUS, , ,MOTILITY, , , , , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|RID95|0|0|RID39132|0|0|0|0|0|0|0|0|0|
RPID5269,NMABPESH,"NM Abd Perit Vein Shunt Paten","NM Abdomen Peritoneal Venous Shunt Patency",NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , , , , ,PERITONEOVENOUS SHUNT PATENCY, , , , , , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|0|0|0|RID50068|0|0|0|0|0|0|0|0|0|
RPID5275,NMLUVE,"NM Lung Vent","NM Lung Ventilation",NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,VENTILATION, , , , ,LUNG, , , , , , , , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID45647|0|0|0|0|RID1301|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5282,NMHRIFFP,"NM Heart Infarct First Pass","NM Heart Infarction First Pass",NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,FIRST PASS, , , , ,HEART, , ,INFARCT, , , , , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID45658|0|0|0|0|RID1385|0|0|RID5172|0|0|0|0|0|0|0|0|0|
RPID5302,NMSTEMSO,"NM Gastric Empty Solid","NM Gastric Emptying Solid",NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,FUNCTION, , ,SOLID, ,STOMACH, , , , , , , , , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|RID28812|0|0|RID5741|0|RID114|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5332,NMSGF,"NM Salivary Gland Func","NM Salivary Gland Function",NM,RADIOLOGY ORDERABLE, ,HEAD, , , , ,FUNCTION, , , , ,SALIVARY GLAND, , , , , , , , , , , , , ,RID10330|RID13060|0|RID9080|0|0|0|0|RID28812|0|0|0|0|RID13421|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5350,NMHRBPFP,"NM Heart Pool 1st Pass","NM Heart Blood Pool First Pass",NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,BLOOD POOL IMAGING,FIRST PASS, , , ,HEART, , , , , , , , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID45693|RID45658|0|0|0|RID1385|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5352,NMHRPFSI,"NM Heart Perfus Single","NM Heart Perfusion Single",NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,PERFUSION,SINGLE, , , ,HEART, , , , , , , , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID10376|RID5762|0|0|0|RID1385|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5368,NM,"NM Research","NM Research",NM,RADIOLOGY ORDERABLE, , , , , , , , , , , , , , , , , , , , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5399,NMHDSPTL,"NM Brain Thal SPECT","NM Brain Thallium SPECT",NM,RADIOLOGY ORDERABLE, ,HEAD, , , , , , , , , ,BRAIN, , , , , ,SPECT,THALLIUM, , , , , , ,RID10330|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID6434|0|0|0|0|0|RID10334|RID11922|0|0|0|0|0|
RPID5449,NMSP,"NM SPECT Research","NM SPECT Research",NM,RADIOLOGY ORDERABLE, , , , , , , , , , , , , , , , , ,SPECT, , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID10334|0|0|0|0|0|0|
RPID5555,MGSP,"MG Specimen","Mammo Breast Specimen",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , , , , , , ,SPECIMEN, , , , , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|0|0|0|0|0|RID38777|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5557,MGD,"MG Diag","Mammo Breast Diagnostic",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , , , , , , , , ,BILATERAL,DIAGNOSTIC, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|0|0|0|0|0|0|0|RID5771|RID39446|0|0|0|0|0|0|0|0|0|
RPID5558,MGDRC,"MG Diag Research","Mammo Breast Diagnostic Research",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , , , , , , , , ,BILATERAL, , , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|0|0|0|0|0|0|0|RID5771|0|0|0|0|0|0|0|0|0|0|
RPID5560,MGDLUS,"MG Diag Left Poss US","Mammo Breast Diagnostic Left With Ultrasound If Needed",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , , , , , , , , ,LEFT,DIAGNOSTIC, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|0|0|0|0|0|0|0|RID5824|RID39446|0|0|0|0|0|0|0|0|0|
RPID5561,MGDR,"MG Diag Right","Mammo Breast Diagnostic Right",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , , , , , , , , ,RIGHT, , , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|0|0|0|0|0|0|0|RID5825|0|0|0|0|0|0|0|0|0|0|
RPID5563,MGDRUS,"MG Diag Right Poss US","Mammo Breast Diagnostic Right With Ultrasound If Needed",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , , , , , , , , ,RIGHT,DIAGNOSTIC, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|0|0|0|0|0|0|0|RID5825|RID39446|0|0|0|0|0|0|0|0|0|
RPID5569,MGDL,"MG Diag Left","Mammo Breast Diagnostic Left",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , , , , , , , , ,LEFT, , , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|0|0|0|0|0|0|0|RID5824|0|0|0|0|0|0|0|0|0|0|
RPID5572,MGDU,"MG Ductogram","Mammo Breast Ductogram",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , ,GALACTOGRAPHY, , , , , , , , , , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|RID45705|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5578,MGSIM,"MG Screen Implant","Mammo Breast Screening Implants",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , , , , ,WITH IMPLANTS, , , ,BILATERAL,SCREENING, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|0|0|0|RID45706|0|0|0|RID5771|RID28817|0|0|0|0|0|0|0|0|0|
RPID5581,MGBRAD,"Mammo Breast Addend","Mammo Breast Addendum",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , , , , , , , , , , , , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5586,MGBRBXOU,"MG Breast Bx Out","Mammo Breast Biopsy Outside",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , , , , , , , , , ,BIOPSY, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|0|0|0|0|0|0|0|0|RID38611|0|0|0|0|0|0|0|0|0|
RPID5589,MGDCB,"MG Diag Call Back","Mammo Breast Diagnostic Call Back",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , , , , , , , , , ,CALL BACK, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|0|0|0|0|0|0|0|0|RID45701|0|0|0|0|0|0|0|0|0|
RPID5592,MGS,"MG Screen","Mammo Breast Screening",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , , , , , , , , , ,SCREENING, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|0|0|0|0|0|0|0|0|RID28817|0|0|0|0|0|0|0|0|0|
RPID5596,MGSPCYAS,"MG Specimen And Cyst Asp","Mammo Breast Specimen And Cyst Aspiration",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , , , , , , ,CYST,SPECIMEN, ,ASPIRATION, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|0|0|0|0|0|RID3890|RID38777|0|RID10398|0|0|0|0|0|0|0|0|0|
RPID5628,MGDTBXCP,"MG Diag Unilat Post Bx Clip","Mammo Breast Diagnostic Unilateral Post Biopsy Clip",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , , , , , , , , ,UNILATERAL,BIOPSY, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|0|0|0|0|0|0|0|RID38593|RID38611|0|0|0|0|0|0|0|0|0|
RPID5637,USLEVSAB,"US Leg Arteries Bilat","US Lower Extremity Arteries Bilateral",ULTRASOUND,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,ARTERIES, ,BILATERAL, , , , , , , , , , , ,RID10326|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID28585|0|RID5771|0|0|0|0|0|0|0|0|0|0|
RPID5639,USUEVSAB,"US Arm Arteries Bilat","US Upper Extremity Arteries Bilateral",ULTRASOUND,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,ARTERIES, ,BILATERAL, , , , , , , , , , , ,RID10326|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID28585|0|RID5771|0|0|0|0|0|0|0|0|0|0|
RPID5647,USHDDO,"US Head Doppler","US Head Doppler",ULTRASOUND,RADIOLOGY ORDERABLE, ,HEAD, , , , , , , , , , , , , , , ,DOPPLER, , , , , , , ,RID10326|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID10375|0|0|0|0|0|0|
RPID5648,USHDDOL,"US Head Doppler Ltd","US Head Doppler Limited",ULTRASOUND,RADIOLOGY ORDERABLE, ,HEAD, , , , ,LIMITED, , , , , , , , , , ,DOPPLER, , , , , , , ,RID10326|RID13060|0|RID9080|0|0|0|0|RID5684|0|0|0|0|0|0|0|0|0|0|RID10375|0|0|0|0|0|0|
RPID5656,USHR,"US Heart","US Heart",ULTRASOUND,RADIOLOGY ORDERABLE, ,CHEST, , , , , , , , , ,HEART, , , , , , , , , , , , , ,RID10326|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|RID1385|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5658,USHRDO,"US Heart Doppler","US Heart Doppler",ULTRASOUND,RADIOLOGY ORDERABLE, ,CHEST, , , , , , , , , ,HEART, , , , , ,DOPPLER, , , , , , , ,RID10326|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|RID1385|0|0|0|0|0|RID10375|0|0|0|0|0|0|
RPID5804,MRHKA,"MR Head Neck Angio","MR Head Neck Angio",MR,RADIOLOGY ORDERABLE, ,HEAD,NECK, , , ,ANGIOGRAPHY, , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID9080|RID7488|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID5807,MRUEUA,"MR Arm Angio wo","MR Upper Extremity Angio wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , ,ANGIOGRAPHY, , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID5905,MRAAIFCA,"MR Abd Runoff Angio w/wo Bilat","MR Abdominal Aorta Iliofemoral Runoff Angio w and wo IV Contrast Bilateral",MR,RADIOLOGY ORDERABLE, ,ABDOMEN,PELVIS,LOWER EXTREMITY, , ,ANGIOGRAPHY, , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID56|RID2507|RID2638|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID5906,MGBXGL,"MG Bx Core Guide Left","Mammo Breast Biopsy Core with Guidance Left",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , ,GUIDANCE, , , , ,CYST, ,LEFT,ASPIRATION, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|RID35732|0|0|0|0|RID3890|0|RID5824|RID10398|0|0|0|0|0|0|0|0|0|
RPID5907,MGBXGR,"MG Bx Core Guide Right","Mammo Breast Biopsy Core with Guidance Right",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , ,GUIDANCE, , , , ,CYST, ,RIGHT,ASPIRATION, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|RID35732|0|0|0|0|RID3890|0|RID5825|RID10398|0|0|0|0|0|0|0|0|0|
RPID5908,MGCYASADGL,"MG Cyst Asp Add Area Guide Left","Mammo Breast Cyst Aspiration Additional Area with Guidance Left",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , ,GUIDANCE, , ,ADDITIONAL AREA SAME BODY REGION, ,CYST, ,LEFT,ASPIRATION, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|RID35732|0|0|RID39556|0|RID3890|0|RID5824|RID10398|0|0|0|0|0|0|0|0|0|
RPID5909,MGCYASADGR,"MG Cyst Asp Add Area Guide Right","Mammo Breast Cyst Aspiration Additional Area with Guidance Right",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , ,GUIDANCE, , ,ADDITIONAL AREA SAME BODY REGION, ,CYST, ,RIGHT,ASPIRATION, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|RID35732|0|0|RID39556|0|RID3890|0|RID5825|RID10398|0|0|0|0|0|0|0|0|0|
RPID5910,MGCYASGL,"MG Cyst Asp Guide Left","Mammo Breast Cyst Aspiration with Guidance Left",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , ,GUIDANCE, , , , , , ,LEFT,BIOPSY, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|RID35732|0|0|0|0|0|0|RID5824|RID38611|0|0|0|0|0|0|0|0|0|
RPID5911,MGCYASGR,"MG Cyst Asp Guide Right","Mammo Breast Cyst Aspiration with Guidance Right",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , ,GUIDANCE, , , , , , ,RIGHT,BIOPSY, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|RID35732|0|0|0|0|0|0|RID5825|RID38611|0|0|0|0|0|0|0|0|0|
RPID5912,MGDCBL,"MG Diag Call Back Left","Mammo Breast Diagnostic Call Back Left",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , , , , , , , , ,LEFT,CALL BACK, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|0|0|0|0|0|0|0|RID5824|RID45701|0|0|0|0|0|0|0|0|0|
RPID5913,MGDCBR,"MG Diag Call Back Right","Mammo Breast Diagnostic Call Back Right",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , , , , , , , , ,RIGHT,CALL BACK, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|0|0|0|0|0|0|0|RID5825|RID45701|0|0|0|0|0|0|0|0|0|
RPID5914,MGCPGL,"MG Clip Guide Left","Mammo Breast Clip with Guidance Left",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , ,GUIDANCE, , , , , , ,LEFT,CLIP PLACEMENT, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|RID35732|0|0|0|0|0|0|RID5824|RID38597|0|0|0|0|0|0|0|0|0|
RPID5915,MGCPGR,"MG Clip Guide Right","Mammo Breast Clip with Guidance Right",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , ,GUIDANCE, , , , , , ,RIGHT,CLIP PLACEMENT, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|RID35732|0|0|0|0|0|0|RID5825|RID38597|0|0|0|0|0|0|0|0|0|
RPID5916,MGNDADGL,"MG Needle Loc Add Area Guide Left","Mammo Breast Needle Loc Additional Area with Guidance Left",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , ,GUIDANCE, , ,ADDITIONAL AREA SAME BODY REGION, , , ,LEFT,NEEDLE LOCALIZATION, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|RID35732|0|0|RID39556|0|0|0|RID5824|RID45700|0|0|0|0|0|0|0|0|0|
RPID5917,MGNDADGR,"MG Needle Loc Add Area GuideRight","Mammo Breast Needle Loc Additional Area with Guidance Right",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , ,GUIDANCE, , ,ADDITIONAL AREA SAME BODY REGION, , , ,RIGHT,NEEDLE LOCALIZATION, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|RID35732|0|0|RID39556|0|0|0|RID5825|RID45700|0|0|0|0|0|0|0|0|0|
RPID5918,MGNDBSPG,"MG Needle Loc Bilat Specimen Guide","Mammo Breast Needle Loc Bilateral with Specimen with Guidance",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , ,GUIDANCE, , , , , , ,BILATERAL,NEEDLE LOCALIZATION, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|RID35732|0|0|0|0|0|0|RID5771|RID45700|0|0|0|0|0|0|0|0|0|
RPID5919,MGNDGL,"MG Needle Loc Guide Left","Mammo Breast Needle Loc with Guidance Left",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , ,GUIDANCE, , , , , , ,LEFT,NEEDLE LOCALIZATION, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|RID35732|0|0|0|0|0|0|RID5824|RID45700|0|0|0|0|0|0|0|0|0|
RPID5920,MGNDGR,"MG Needle Loc Guide Right","Mammo Breast Needle Loc with Guidance Right",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , ,GUIDANCE, , , , , , ,RIGHT,NEEDLE LOCALIZATION, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|RID35732|0|0|0|0|0|0|RID5825|RID45700|0|0|0|0|0|0|0|0|0|
RPID5921,MGNDSPGL,"MG Needle Loc w Specimen Guide Left","Mammo Breast Needle Loc with Specimen Mammo with Guidance Left",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , ,GUIDANCE, , , , ,SPECIMEN, ,LEFT,NEEDLE LOCALIZATION, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|RID35732|0|0|0|0|RID38777|0|RID5824|RID45700|0|0|0|0|0|0|0|0|0|
RPID5922,MGNDSPGR,"MG Needle Loc w Specimen Guide Right","Mammo Breast Needle Loc with Specimen Mammo with Guidance Right",MAMMOGRAPHY,RADIOLOGY ORDERABLE, ,BREAST, , , , ,GUIDANCE, , , , ,SPECIMEN, ,RIGHT,NEEDLE LOCALIZATION, , , , , , , , , , ,RID10357|RID13060|0|RID28749|0|0|0|0|RID35732|0|0|0|0|RID38777|0|RID5825|RID45700|0|0|0|0|0|0|0|0|0|
RPID5923,USREAO,"US Retro Aorta","US Retroperitoneum Aorta",ULTRASOUND,RADIOLOGY ORDERABLE, , , , , , , , , , , ,RETROPERITONEUM,AORTA, , , , , , , , , , , , ,RID10326|RID13060|0|0|0|0|0|0|0|0|0|0|0|RID431|RID480|0|0|0|0|0|0|0|0|0|0|0|
RPID5924,USXXTN,"US Tendon","US Tendon",ULTRASOUND,RADIOLOGY ORDERABLE, , , , , , , , , , , ,TENDON, , , , , , , , , , , , , ,RID10326|RID13060|0|0|0|0|0|0|0|0|0|0|0|RID6067|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5925,USHDP,"US Head Peds","US Head Pediatric",ULTRASOUND,RADIOLOGY ORDERABLE,PEDIATRIC,HEAD, , , , , , , , , , , , , , , , , , , , , , , ,RID10326|RID13060|RID34492|RID9080|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5926,USSPP,"US Spine Peds","US Spine Pediatric",ULTRASOUND,RADIOLOGY ORDERABLE,PEDIATRIC,SPINE, , , , , , , , , , , , , , , , , , , , , , , ,RID10326|RID13060|RID34492|RID7741|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
